file,dtw_distance_sum
mocap_data_go_0.0.csv,348.39183426030115
mocap_data_go_1.0.csv,509.0705237301711
mocap_data_go_2.0.csv,380.9629274223773
mocap_data_go_3.0.csv,413.55834607453556
mocap_data_go_4.0.csv,426.01498245906066
mocap_data_go_5.0.csv,588.9645691350831
mocap_data_go_6.0.csv,432.6349044817374
mocap_data_go_7.0.csv,2245.683086758896
mocap_data_go_8.0.csv,403.30087975854633
mocap_data_go_9.0.csv,530.0529145031211
mocap_data_go_10.0.csv,395.38806260175215
mocap_data_go_11.0.csv,395.6030303857325
mocap_data_go_12.0.csv,431.6799051487176
mocap_data_go_13.0.csv,395.5591899850155
mocap_data_go_14.0.csv,327.07407604273544
mocap_data_go_15.0.csv,306.30075916679266
mocap_data_go_16.0.csv,290.34706207348825
mocap_data_go_17.0.csv,364.4555265959823
mocap_data_go_18.0.csv,311.8700500967749
mocap_data_go_19.0.csv,291.73718635937774
mocap_data_go_20.0.csv,304.28979091749153
mocap_data_go_21.0.csv,372.43941655646097
mocap_data_go_22.0.csv,460.26276434202623
mocap_data_go_23.0.csv,363.74256472637387
mocap_data_go_24.0.csv,283.3925727751414
mocap_data_go_25.0.csv,286.48149298216254
mocap_data_go_26.0.csv,309.27052576370556
mocap_data_go_27.0.csv,284.1274750063815
mocap_data_go_28.0.csv,280.6866776860848
mocap_data_go_29.0.csv,305.2799918398367
mocap_data_go_30.0.csv,302.6313484730111
mocap_data_go_31.0.csv,252.5348449680509
mocap_data_go_32.0.csv,404.88100947360226
mocap_data_go_33.0.csv,480.39604256875833
mocap_data_go_34.0.csv,316.52443308492553
mocap_data_go_35.0.csv,292.1558115200023
mocap_data_go_36.0.csv,321.2786186253645
mocap_data_go_37.0.csv,260.2646034877173
mocap_data_go_38.0.csv,395.37362334293186
mocap_data_go_39.0.csv,309.8105604801127
mocap_data_go_40.0.csv,331.6675508861344
mocap_data_go_41.0.csv,315.01845702875187
mocap_data_go_42.0.csv,415.88766370674944
mocap_data_go_43.0.csv,405.0921362753228
mocap_data_go_44.0.csv,295.96031489129933
mocap_data_go_45.0.csv,299.37912953319056
mocap_data_go_46.0.csv,388.620022292015
mocap_data_go_47.0.csv,388.6100020451138
mocap_data_go_48.0.csv,332.58645593082815
mocap_data_go_49.0.csv,241.47705230967088
mocap_data_go_51.0.csv,305.45061422719834
mocap_data_go_52.0.csv,286.21379021118594
mocap_data_go_53.0.csv,266.3594602840493
mocap_data_go_54.0.csv,286.2581009030703
mocap_data_go_55.0.csv,256.65057018587925
mocap_data_go_56.0.csv,225.98433028754306
mocap_data_go_57.0.csv,237.94826600374566
mocap_data_go_58.0.csv,262.5338426155767
mocap_data_go_59.0.csv,280.2756704139249
mocap_data_go_60.0.csv,224.61546128854707
mocap_data_go_61.0.csv,266.141840557211
mocap_data_go_62.0.csv,239.63061894915688
mocap_data_go_63.0.csv,291.2420905774408
mocap_data_go_64.0.csv,266.8219568462416
mocap_data_go_65.0.csv,247.9380279653612
mocap_data_go_66.0.csv,223.81138577637105
mocap_data_go_67.0.csv,252.37243933655066
mocap_data_go_68.0.csv,383.6410081697305
mocap_data_go_69.0.csv,272.3574550802972
mocap_data_go_70.0.csv,270.2472643141216
mocap_data_go_71.0.csv,376.00594654113684
mocap_data_go_72.0.csv,258.98556362134724
mocap_data_go_73.0.csv,272.09939987563666
mocap_data_go_74.0.csv,228.90727019125922
mocap_data_go_75.0.csv,251.98477382806567
mocap_data_go_76.0.csv,306.85941886931306
mocap_data_go_77.0.csv,245.50855538411992
mocap_data_go_78.0.csv,217.84299200421546
mocap_data_go_79.0.csv,264.41484363451286
mocap_data_go_80.0.csv,296.0177576561915
mocap_data_go_81.0.csv,324.7016735461606
mocap_data_go_82.0.csv,249.42151709266335
mocap_data_go_83.0.csv,352.17700564406556
mocap_data_go_84.0.csv,250.9320935830849
mocap_data_go_85.0.csv,235.65569943934327
mocap_data_go_86.0.csv,231.89864555765075
mocap_data_go_87.0.csv,242.87802030020902
mocap_data_go_88.0.csv,236.99533023537492
mocap_data_go_89.0.csv,244.816361484063
mocap_data_go_90.0.csv,277.88001728138374
mocap_data_go_91.0.csv,479.99534419826455
mocap_data_go_92.0.csv,231.22808393075928
mocap_data_go_93.0.csv,225.50657818582098
mocap_data_go_94.0.csv,307.6857247109558
mocap_data_go_95.0.csv,402.776253281255
mocap_data_go_96.0.csv,345.2000645814818
mocap_data_go_97.0.csv,295.53964606982896
mocap_data_go_98.0.csv,316.9664958783291
mocap_data_go_99.0.csv,290.7459443211806
mocap_data_go_101.0.csv,347.94555998843646
mocap_data_go_102.0.csv,351.6399276824179
mocap_data_go_103.0.csv,260.4206003862397
mocap_data_go_104.0.csv,431.6287762075202
mocap_data_go_105.0.csv,406.55706608200484
mocap_data_go_106.0.csv,284.36285605603564
mocap_data_go_107.0.csv,312.66966302268224
mocap_data_go_108.0.csv,406.79108458695146
mocap_data_go_109.0.csv,249.76668118159358
mocap_data_go_110.0.csv,354.44223504412327
mocap_data_go_111.0.csv,249.0176313658243
mocap_data_go_112.0.csv,258.49494328255423
mocap_data_go_113.0.csv,296.7707509770594
mocap_data_go_114.0.csv,213.84530520307135
mocap_data_go_115.0.csv,319.9941720497442
mocap_data_go_116.0.csv,254.79590799853207
mocap_data_go_117.0.csv,348.6727604513478
mocap_data_go_118.0.csv,281.3631706826387
mocap_data_go_119.0.csv,405.3057293682551
mocap_data_go_120.0.csv,247.94748293138744
mocap_data_go_121.0.csv,315.61885455125554
mocap_data_go_122.0.csv,286.8263614007417
mocap_data_go_123.0.csv,353.76892829403283
mocap_data_go_124.0.csv,334.1761167943472
mocap_data_go_125.0.csv,363.2602606132174
mocap_data_go_126.0.csv,396.99708960288064
mocap_data_go_127.0.csv,383.2813987598296
mocap_data_go_128.0.csv,218.80393982159262
mocap_data_go_129.0.csv,367.40348005205044
mocap_data_go_130.0.csv,333.77171912610197
mocap_data_go_131.0.csv,256.06074366882575
mocap_data_go_132.0.csv,326.15816858745336
mocap_data_go_133.0.csv,265.42400082705126
mocap_data_go_134.0.csv,370.3115343704601
mocap_data_go_135.0.csv,211.13799861709697
mocap_data_go_136.0.csv,256.95955261165176
mocap_data_go_137.0.csv,327.2842335515662
mocap_data_go_138.0.csv,240.97755219365536
mocap_data_go_139.0.csv,324.79262348208067
mocap_data_go_140.0.csv,255.16666430407895
mocap_data_go_141.0.csv,332.49940560496947
mocap_data_go_142.0.csv,248.11228841605663
mocap_data_go_143.0.csv,220.48028347164504
mocap_data_go_144.0.csv,370.6023905055375
mocap_data_go_145.0.csv,300.78820315975406
mocap_data_go_146.0.csv,296.44405760694184
mocap_data_go_147.0.csv,246.64288607227977
mocap_data_go_148.0.csv,246.2241148552473
mocap_data_go_149.0.csv,237.45048376580453
mocap_data_go_151.0.csv,427.0064436582635
mocap_data_go_152.0.csv,286.81749665038205
mocap_data_go_153.0.csv,427.9116586649865
mocap_data_go_154.0.csv,300.10100734127235
mocap_data_go_155.0.csv,276.2203640122184
mocap_data_go_156.0.csv,228.59241327691313
mocap_data_go_157.0.csv,305.76208333669547
mocap_data_go_158.0.csv,414.9543758051859
mocap_data_go_159.0.csv,395.0012887743218
mocap_data_go_160.0.csv,229.68734441430095
mocap_data_go_161.0.csv,220.67190536046778
mocap_data_go_162.0.csv,317.98132669896347
mocap_data_go_163.0.csv,255.09004005263193
mocap_data_go_164.0.csv,321.1915546591082
mocap_data_go_165.0.csv,270.7122448723409
mocap_data_go_166.0.csv,416.93454582766844
mocap_data_go_167.0.csv,327.87237610291345
mocap_data_go_168.0.csv,248.73498106139755
mocap_data_go_169.0.csv,322.64874523788626
mocap_data_go_170.0.csv,300.54361677314074
mocap_data_go_171.0.csv,307.56338566330385
mocap_data_go_172.0.csv,328.3019109149833
mocap_data_go_173.0.csv,311.58594719327306
mocap_data_go_174.0.csv,339.7648114821923
mocap_data_go_175.0.csv,244.09176820218505
mocap_data_go_176.0.csv,300.2204240835718
mocap_data_go_177.0.csv,275.26590827749703
mocap_data_go_178.0.csv,238.2993426397525
mocap_data_go_179.0.csv,260.7039020222112
mocap_data_go_180.0.csv,416.7449933941745
mocap_data_go_181.0.csv,348.45632537321063
mocap_data_go_182.0.csv,406.1059788206827
mocap_data_go_183.0.csv,273.85937557015524
mocap_data_go_184.0.csv,367.0047946777594
mocap_data_go_185.0.csv,294.9312976349295
mocap_data_go_186.0.csv,302.5118922965896
mocap_data_go_187.0.csv,297.76443461861084
mocap_data_go_188.0.csv,310.2588385699368
mocap_data_go_189.0.csv,295.7243671290268
mocap_data_go_190.0.csv,424.89158892684304
mocap_data_go_191.0.csv,375.97824378273447
mocap_data_go_192.0.csv,349.18617663313836
mocap_data_go_193.0.csv,361.82378434041414
mocap_data_go_194.0.csv,363.8823205873974
mocap_data_go_195.0.csv,318.44018494764487
mocap_data_go_196.0.csv,372.74981666376317
mocap_data_go_197.0.csv,306.4716878823763
mocap_data_go_198.0.csv,329.3749077066748
mocap_data_go_199.0.csv,231.8780022727808
mocap_data_go_201.0.csv,248.7651878946968
mocap_data_go_202.0.csv,250.84145441912395
mocap_data_go_203.0.csv,282.4341436155274
mocap_data_go_204.0.csv,302.620667161381
mocap_data_go_205.0.csv,220.8576003253008
mocap_data_go_206.0.csv,222.46497551891633
mocap_data_go_207.0.csv,279.4097081944583
mocap_data_go_208.0.csv,229.06433210901048
mocap_data_go_209.0.csv,271.70478017553523
mocap_data_go_210.0.csv,281.2246771503744
mocap_data_go_211.0.csv,243.4371988068841
mocap_data_go_212.0.csv,215.37251714530385
mocap_data_go_213.0.csv,297.7255829079682
mocap_data_go_214.0.csv,233.06779181762695
mocap_data_go_215.0.csv,295.1574198824177
mocap_data_go_216.0.csv,339.404626370908
mocap_data_go_217.0.csv,271.63381644795226
mocap_data_go_218.0.csv,273.96184736950164
mocap_data_go_219.0.csv,331.3474931921171
mocap_data_go_220.0.csv,257.5232399764044
mocap_data_go_221.0.csv,414.51367617290975
mocap_data_go_222.0.csv,253.20933221561404
mocap_data_go_223.0.csv,325.09305340354933
mocap_data_go_224.0.csv,232.99211273568199
mocap_data_go_225.0.csv,249.3690412405365
mocap_data_go_226.0.csv,253.76902366430164
mocap_data_go_227.0.csv,246.3415722289214
mocap_data_go_228.0.csv,317.44820101947255
mocap_data_go_229.0.csv,266.84081271943063
mocap_data_go_230.0.csv,305.79968826979393
mocap_data_go_231.0.csv,365.2723265856912
mocap_data_go_232.0.csv,327.5789419992004
mocap_data_go_233.0.csv,283.4833602061564
mocap_data_go_234.0.csv,229.3488192327109
mocap_data_go_235.0.csv,312.6815947534228
mocap_data_go_236.0.csv,240.84384060438802
mocap_data_go_237.0.csv,261.11919145706236
mocap_data_go_238.0.csv,225.58415582965404
mocap_data_go_239.0.csv,250.48579779119927
mocap_data_go_240.0.csv,265.46359721762894
mocap_data_go_241.0.csv,278.364710044631
mocap_data_go_242.0.csv,364.98079416481204
mocap_data_go_243.0.csv,248.19254507275645
mocap_data_go_244.0.csv,330.64484085214724
mocap_data_go_245.0.csv,218.05017675826434
mocap_data_go_246.0.csv,303.1848300783038
mocap_data_go_247.0.csv,288.1070935411117
mocap_data_go_248.0.csv,306.321597969579
mocap_data_go_249.0.csv,300.06386678688443
